ages,list_price,num_reviews,piece_count,play_star_rating,prod_id,review_difficulty,star_rating,theme_name,val_star_rating,country
7-12,79.99,5,774,3.8,41134,Easy,2.8,Friends,2.4,US
6-12,59.99,5,575,5,41126,Average,5,Friends,5,US
6-12,39.99,3,328,4.5,41312,Average,4.7,Friends,4.5,US
5-12,29.99,18,217,2.7,41326,Easy,2.6,Friends,2.6,US
5-12,19.99,,185,,41300,,,Friends,,US
6-12,19.99,1,185,4,41310,Easy,4,Friends,5,US
5-12,14.99,1,145,4,41301,,4,Friends,4,US
6-12,14.99,6,174,3.8,41127,Average,4.3,Friends,4,US
5-12,9.99,1,79,3,41306,Easy,4,Friends,5,US
5-12,9.99,,86,,41309,,,Friends,,US
5-12,9.99,2,77,4.5,41123,Easy,5,Friends,4.5,US
5-12,4.99,1,45,5,41302,Easy,5,Friends,5,US
16+,349.99,130,4634,4.7,75827,Challenging,4.8,Ghostbusters™,4.7,US
8-14,59.99,24,556,4.6,75828,Average,4.8,Ghostbusters™,4.3,US
12+,69.99,83,962,3.7,21313,Average,4.5,Ideas,4.2,US
10+,34.99,30,230,4.1,21314,Easy,4.4,Ideas,3.7,US
12+,149.99,79,2049,4.8,21310,Average,5,Ideas,4.7,US
14+,119.99,367,1969,4.6,21309,Challenging,4.9,Ideas,4.9,US
9+,49.99,23,496,3.6,21308,Easy,3.3,Ideas,2.7,US
10+,24.99,33,231,4.4,21312,Easy,4.6,Ideas,4.5,US
12+,79.99,51,773,3.3,21307,Average,4.1,Ideas,4,US
4-7,49.99,,150,,10758,,,Juniors,,US
4-7,29.99,,178,,10761,,,Juniors,,US
4-7,24.99,,85,,10757,,,Juniors,,US
4-7,24.99,,149,,10760,,,Juniors,,US
4-7,19.99,,84,,10756,,,Juniors,,US
4-7,19.99,,95,,10759,,,Juniors,,US
5-8,49.99,1,266,5,10745,Challenging,5,Juniors,5,US
4-7,34.99,2,191,5,10744,Average,5,Juniors,4.5,US
4-7,29.99,2,175,5,10734,,5,Juniors,4,US
4-7,24.99,3,94,4.7,10736,Average,4.7,Juniors,4.7,US
4-7,24.99,1,151,5,10753,Easy,5,Juniors,5,US
4-7,19.99,2,116,5,10743,Easy,4.5,Juniors,5,US
4-7,19.99,2,100,5,10746,Easy,5,Juniors,4.5,US
4-7,19.99,,115,,10751,,,Juniors,,US
4-7,19.99,,115,,10749,,,Juniors,,US
4-7,19.99,2,95,2.5,10742,Easy,3,Juniors,3,US
4-7,19.99,1,125,5,10754,,4,Juniors,4,US
4-7,19.99,2,108,4.5,10739,Easy,4.5,Juniors,4,US
4-7,19.99,1,110,,10740,Easy,4,Juniors,,US
4-7,19.99,,131,,10755,,,Juniors,,US
4-7,14.99,2,67,5,10738,Average,5,Juniors,5,US
4-7,14.99,2,63,4,10737,Easy,4.5,Juniors,4,US
4-7,9.99,,73,,10750,,,Juniors,,US
4-7,9.99,8,47,3.9,10730,Very Easy,4,Juniors,3.9,US
4-7,9.99,3,62,4.3,10733,Easy,4.7,Juniors,5,US
4-7,9.99,2,67,5,10748,Very Easy,5,Juniors,4,US
4-7,9.99,1,75,5,10732,,5,Juniors,5,US
4-7,9.99,3,59,4.3,10731,Easy,5,Juniors,4.3,US
4-7,29.99,1,143,5,10747,Average,5,Juniors,4,US
4-7,29.99,5,137,4.4,10687,Very Easy,4.2,Juniors,3.8,US
4-7,29.99,1,172,4,10725,Very Easy,4,Juniors,4,US
4-7,19.99,3,90,5,10735,Easy,5,Juniors,4.7,US
4-7,14.99,,92,,10722,,,Juniors,,US
4-7,12.99,2,58,4,10726,Very Easy,3,Juniors,3,US
4-7,14.99,1,70,5,10723,Easy,5,Juniors,5,US
4-7,9.99,,63,,10720,,,Juniors,,US
8-12,129.99,2,1019,5,75930,Easy,5,Indoraptor Rampage at Lockwood Estate,4,US
7-12,79.99,1,577,,75929,,5,Carnotaurus Gyrosphere Escape,,US
7-12,69.99,,609,,75933,,,T. rex Transport,,US
4-7,49.99,,150,,10758,,,Juniors,,US
6-12,39.99,4,360,4.8,75932,Average,5,Jurassic Park Velociraptor Chase,4.3,US
7-12,39.99,1,289,3,75931,Easy,4,Dilophosaurus Outpost Attack,3,US
7-12,39.99,,397,,75928,,,Blue's Helicopter Pursuit,,US
6-12,29.99,2,222,4.5,75927,Average,5,Stygimoloch Breakout,4.5,US
2-5,29.99,,22,,10880,,,DUPLO®,,US
4-7,24.99,,85,,10757,,,Juniors,,US
10+,19.99,1,234,3,41614,Easy,5,BrickHeadz,5,US
6-12,19.99,1,126,3,75926,Easy,4,Pteranodon Chase,2,US
4-7,19.99,,84,,10756,,,Juniors,,US
2-5,19.99,1,24,,10879,,5,DUPLO®,,US
14+,119.99,52,1363,3.2,76105,Average,3.8,Marvel Super Heroes,4,US
8-14,99.99,7,1004,4.8,76108,Average,5,Marvel Super Heroes,4.8,US
8-14,69.99,17,674,4.9,76107,Average,4.7,Marvel Super Heroes,4.2,US
7-14,39.99,3,416,3.7,76103,Average,4,Marvel Super Heroes,3.7,US
7-14,29.99,13,375,4.7,76104,Easy,4.8,Marvel Super Heroes,4.7,US
6-12,19.99,10,223,4.4,76102,Easy,4.4,Marvel Super Heroes,4.9,US
6-12,14.99,13,124,4.2,76101,Easy,4.8,Marvel Super Heroes,4.8,US
10+,9.99,3,101,4,41604,Average,4.7,BrickHeadz,4.5,US
10+,9.99,2,105,3,41605,Easy,5,BrickHeadz,5,US
10+,9.99,1,113,5,41606,Easy,5,BrickHeadz,5,US
10+,9.99,1,136,,41607,,5,BrickHeadz,,US
7-14,59.99,6,492,4.7,76088,Average,4.3,Marvel Super Heroes,4,US
7-14,59.99,7,375,4.1,76078,Easy,3.7,Marvel Super Heroes,2.3,US
7-14,49.99,6,400,4.8,76084,Easy,4.3,Marvel Super Heroes,4.5,US
7-14,39.99,23,375,4.4,76083,Average,4.6,Marvel Super Heroes,3.9,US
7-14,29.99,7,358,4.7,76100,Average,4.7,Marvel Super Heroes,4.8,US
2-5,29.99,,38,,10876,,,DUPLO®,,US
7-14,29.99,10,377,4.8,76077,Easy,4.6,Marvel Super Heroes,4.3,US
6-12,19.99,6,229,4.4,76099,Easy,4.7,Marvel Super Heroes,5,US
6-12,19.99,9,185,3.9,76082,Easy,3.9,Marvel Super Heroes,4.2,US
6-12,19.99,10,160,3.9,76076,Easy,3.7,Marvel Super Heroes,3.9,US
4-7,19.99,1,125,5,10754,,4,Juniors,4,US
5-12,9.99,2,79,3.5,76091,Easy,3.5,Marvel Super Heroes,3,US
5-12,9.99,,86,,76090,,,Marvel Super Heroes,,US
5-12,9.99,,89,,76089,,,Marvel Super Heroes,,US
5-12,9.99,1,79,5,76071,Very Easy,4,Marvel Super Heroes,5,US
7-14,29.99,12,323,4.3,76080,Average,4.8,Marvel Super Heroes,4.3,US
6-12,29.99,14,330,4.7,76067,Easy,4.8,Marvel Super Heroes,4.6,US
7-14,29.99,15,358,3.8,76060,Average,4.5,Marvel Super Heroes,4.5,US
6-12,19.99,9,197,4.3,76079,Easy,4.4,Marvel Super Heroes,4.8,US
6-12,12.99,25,92,4.2,76029,Very Easy,4.5,Marvel Super Heroes,4.4,US
5-12,9.99,10,94,4.4,76072,Very Easy,4.4,Marvel Super Heroes,4.6,US
10+,9.99,8,96,4,41590,Easy,4.9,BrickHeadz,4.4,US
10+,9.99,8,93,3.9,41592,Easy,4.6,BrickHeadz,4.1,US
5-12,9.99,4,85,4.3,76073,Easy,4,Marvel Super Heroes,4.5,US
10+,9.99,4,143,3.5,41591,Easy,4.8,BrickHeadz,4.8,US
10+,349.99,38,601,4.4,31313,Challenging,4.3,MINDSTORMS®,3.7,US
10-21,197.99,1,1,5,45500,Average,4,MINDSTORMS®,3,US
10-21,88.99,6,1,4,45501,Very Easy,4.3,MINDSTORMS®,3,US
10-21,41.99,1,1,5,45506,Very Easy,5,MINDSTORMS®,5,US
10-21,31.99,,1,,45505,,,MINDSTORMS®,,US
10-21,31.99,,1,,45509,,,MINDSTORMS®,,US
10+,31.99,3,1,5,45508,Average,5,MINDSTORMS®,3.3,US
8+,29.99,2,1,5,45517,Very Easy,4,MINDSTORMS®,2.5,US
10-21,26.99,2,1,5,45502,,5,MINDSTORMS®,5,US
10-21,21.99,1,1,5,45503,Easy,5,MINDSTORMS®,,US
10-21,21.99,,1,,45507,,,MINDSTORMS®,,US
10-21,16.99,,7,,45514,,,MINDSTORMS®,,US
10+,31.99,4,1,3,45504,Challenging,3.5,MINDSTORMS®,4,US
12+,249.99,11,2863,4.3,21137,Challenging,4.5,Minecraft™,4.2,US
8+,119.99,2,1122,5,21136,Easy,5,Minecraft™,4,US
8+,69.99,7,729,4,21134,Average,4.1,Minecraft™,3.7,US
8+,59.99,1,717,5,21135,Challenging,5,Minecraft™,5,US
8+,49.99,4,549,4.7,21144,Easy,4.8,Minecraft™,4.3,US
8+,39.99,1,470,5,21143,Average,5,Minecraft™,5,US
8+,29.99,,278,,21142,,,Minecraft™,,US
8+,29.99,6,387,4.2,21130,Easy,4.7,Minecraft™,4.2,US
7-14,19.99,4,198,4.5,21140,Average,4.5,Minecraft™,5,US
7-14,19.99,2,241,5,21141,Average,5,Minecraft™,4.5,US
8+,19.99,16,208,4.4,21123,Easy,4.6,Minecraft™,4.4,US
8+,19.99,5,247,5,21129,Average,4.6,Minecraft™,4.8,US
6-14,14.99,,84,,21139,,,Minecraft™,,US
6-14,14.99,4,69,5,21138,Easy,4.3,Minecraft™,2.7,US
8+,79.99,14,571,3.6,21122,Easy,3.5,Minecraft™,2.2,US
8+,69.99,14,706,4.6,21125,Average,4.7,Minecraft™,4.7,US
8+,59.99,6,559,4.8,21124,Average,5,Minecraft™,4.5,US
8+,59.99,15,519,4.8,21121,Average,4.8,Minecraft™,4.5,US
8+,39.99,3,318,4.5,21126,Average,5,Minecraft™,4.5,US
8+,19.99,16,219,3.1,21119,Average,3.4,Minecraft™,3.3,US
5+,3.99,14,7,4.5,71021,Very Easy,4.6,Minifigures,4.3,US
5-12,39.99,10,169,4.3,60153,Very Easy,4.1,City,3.6,US
5+,3.99,13,8,4.3,71020,Very Easy,4.8,Minifigures,4,US
5+,3.99,22,8,4.3,71019,Very Easy,4.3,Minifigures,4.1,US
5+,3.99,26,7,4.3,71018,Very Easy,4.1,Minifigures,3.3,US
9-14,129.99,5,1426,2,70357,Challenging,2.6,NEXO KNIGHTS™,1.8,US
8-14,59.99,3,604,4.3,72006,Challenging,4,NEXO KNIGHTS™,4,US
8-14,49.99,,569,,72005,,,NEXO KNIGHTS™,,US
8-14,39.99,3,506,5,72004,Average,5,NEXO KNIGHTS™,5,US
8-14,29.99,,369,,72003,,,NEXO KNIGHTS™,,US
7-14,19.99,1,191,4,72002,Easy,5,NEXO KNIGHTS™,3,US
7-14,19.99,,217,,72001,,,NEXO KNIGHTS™,,US
8-14,24.99,1,251,5,70358,Average,5,NEXO KNIGHTS™,5,US
7-14,9.99,2,88,3.5,70365,,4,NEXO KNIGHTS™,4,US
7-14,9.99,1,98,4,70347,,4,NEXO KNIGHTS™,4,US
9-14,99.99,17,1140,4.9,70317,Challenging,4.9,NEXO KNIGHTS™,4.9,US
9-14,89.99,3,840,5,70352,Average,5,NEXO KNIGHTS™,4.7,US
8-14,69.99,3,670,5,70322,Average,5,NEXO KNIGHTS™,5,US
8-14,59.99,1,598,5,70355,Average,5,NEXO KNIGHTS™,4,US
8-14,39.99,1,393,,70354,,5,NEXO KNIGHTS™,,US
8-14,49.99,2,516,4.5,70321,Challenging,5,NEXO KNIGHTS™,4.5,US
8-14,24.99,2,257,4.5,70359,Easy,4.5,NEXO KNIGHTS™,4,US
8-14,29.99,1,266,4,70350,Average,4,NEXO KNIGHTS™,3,US
8-14,19.99,2,208,4.5,70349,Average,4.5,NEXO KNIGHTS™,4,US
8-14,19.99,1,216,5,70348,Very Easy,5,NEXO KNIGHTS™,5,US
8-14,19.99,3,187,4.7,70313,Average,4.7,NEXO KNIGHTS™,4.7,US
7-14,14.99,,153,,70361,,,NEXO KNIGHTS™,,US
7-14,9.99,,79,,70362,,,NEXO KNIGHTS™,,US
7-14,9.99,,83,,70366,,,NEXO KNIGHTS™,,US
7-14,9.99,1,80,5,70364,Very Easy,4,NEXO KNIGHTS™,2,US
7-14,9.99,2,67,4,70339,Very Easy,4,NEXO KNIGHTS™,4,US
7-14,9.99,2,75,3.5,70337,Easy,3.5,NEXO KNIGHTS™,4,US
7-14,9.99,,66,,70363,,,NEXO KNIGHTS™,,US
8-14,9.99,,69,,70336,,,NEXO KNIGHTS™,,US
7-14,9.99,1,64,5,70338,Very Easy,5,NEXO KNIGHTS™,4,US
6+,14.99,,30,,853516,,,NEXO KNIGHTS™,,US
7-14,3.99,8,10,3.1,70372,Very Easy,3.4,NEXO KNIGHTS™,3.3,US
9-14,159.99,52,2295,4.7,70618,Challenging,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US
16+,299.99,88,4867,4.8,70620,Challenging,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US
9-14,99.99,15,1403,4.5,70617,Average,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,US
9-14,89.99,11,1202,4.7,70632,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,US
9-14,79.99,9,830,4.6,70656,Average,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US
9-14,79.99,6,914,4.8,70616,Average,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,US
8-14,69.99,6,765,3.8,70643,Average,4.2,NINJAGO®,4.2,US
9-14,69.99,19,944,3.6,70615,Average,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,US
8-14,59.99,8,747,4.3,70613,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,US
9-14,59.99,8,876,4.7,70614,Average,5,THE LEGO® NINJAGO® MOVIE™,4.6,US
8-14,49.99,2,556,4.5,70642,Average,4,NINJAGO®,4.5,US
8-14,49.99,7,521,4.7,70631,Average,4.3,THE LEGO® NINJAGO® MOVIE™,5,US
8-14,49.99,29,544,4.6,70612,Average,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,US
8-14,39.99,,530,,70640,,,NINJAGO®,,US
9-14,39.99,4,552,4.3,70641,Challenging,4.8,NINJAGO®,4.3,US
7-14,29.99,3,308,5,70639,Average,4.7,NINJAGO®,4.3,US
8-14,29.99,21,494,4.6,70611,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,US
7-14,29.99,10,312,3.5,70608,Easy,4,THE LEGO® NINJAGO® MOVIE™,3.6,US
7-14,29.99,6,341,4.4,70609,Easy,4.3,THE LEGO® NINJAGO® MOVIE™,4.2,US
8-14,29.99,7,341,4.2,70610,Average,4.6,THE LEGO® NINJAGO® MOVIE™,4.6,US
7-14,19.99,3,257,5,70638,Average,5,NINJAGO®,5,US
7-14,19.99,8,217,4.1,70629,Easy,3.6,THE LEGO® NINJAGO® MOVIE™,4.1,US
7-14,19.99,18,233,4.6,70607,Easy,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,US
4-7,19.99,,131,,10755,,,Juniors,,US
6-14,9.99,1,48,5,70628,Very Easy,5,THE LEGO® NINJAGO® MOVIE™,5,US
6-14,9.99,,61,,70633,,,NINJAGO®,,US
6-14,9.99,1,68,4,70635,Very Easy,4,NINJAGO®,3,US
6-14,9.99,2,73,5,70637,Easy,5,NINJAGO®,3.5,US
6-14,9.99,11,109,4.5,70606,Easy,4.7,THE LEGO® NINJAGO® MOVIE™,4.8,US
6-14,9.99,,69,,70634,,,NINJAGO®,,US
6-14,9.99,,69,,70636,,,NINJAGO®,,US
10+,9.99,7,102,4,41487,Easy,5,BrickHeadz,4.7,US
10+,9.99,5,89,3.2,41488,Very Easy,4.4,BrickHeadz,4,US
9-14,79.99,8,754,4.6,70605,Average,4.5,NINJAGO®,4.1,US
8-14,39.99,6,439,4.8,70592,Average,4.8,NINJAGO®,4.8,US
8-14,29.99,5,313,4.2,70624,Average,4.6,NINJAGO®,4,US
7-14,29.99,7,360,4.4,70623,Average,4.6,NINJAGO®,4.1,US
7-14,29.99,8,294,3.9,70603,Average,4,NINJAGO®,4.1,US
7-14,19.99,12,221,4.1,70601,Easy,4.2,NINJAGO®,3.8,US
6-14,9.99,7,83,4.3,70621,Easy,4.7,NINJAGO®,4.8,US
5+,3.99,22,8,4.3,71019,Very Easy,4.3,Minifigures,4.1,US
6+,754.99,8,2455,3.7,2000431,Average,3.4,SERIOUS PLAY®,2.9,US
6+,484.99,2,4900,5,2000409,Easy,5,SERIOUS PLAY®,5,US
6+,36.99,10,219,3.9,2000414,Easy,3.9,SERIOUS PLAY®,3.3,US
6+,789.99,7,2631,4.7,2000430,Easy,4.6,SERIOUS PLAY®,3.6,US
8-14,99.99,2,841,5,75889,Average,5,Speed Champions,4.5,US
7-14,29.99,4,391,5,75888,Average,4.8,Speed Champions,4.8,US
7-14,14.99,9,183,4.8,75884,Easy,4.9,Speed Champions,4.8,US
7-14,14.99,3,179,5,75886,Easy,5,Speed Champions,5,US
7-14,14.99,13,203,4.5,75885,Average,4.5,Speed Champions,4.5,US
8-14,99.99,8,941,4.6,75883,Average,4.6,Speed Champions,4.3,US
7-14,29.99,12,366,4.5,75881,Easy,4.8,Speed Champions,4.4,US
7-14,14.99,3,163,5,75887,Easy,5,Speed Champions,5,US
7-14,14.99,12,196,4.5,75877,Easy,4.6,Speed Champions,4.4,US
7-14,14.99,10,161,4.7,75880,Easy,4.9,Speed Champions,4.7,US
7-14,14.99,11,184,4.8,75879,Easy,4.7,Speed Champions,4.7,US
7-14,14.99,19,181,4.7,75878,Easy,4.9,Speed Champions,4.8,US
7-14,14.99,28,185,4.5,75871,Easy,4.4,Speed Champions,4.4,US
7-14,14.99,9,166,4.9,75872,Average,4.7,Speed Champions,4.9,US
9-14,169.99,4,1413,4,75212,Average,4,Star Wars™,3.8,US
9-14,69.99,7,519,5,75211,Average,4.7,Star Wars™,3.7,US
8-12,39.99,2,464,4,75210,Easy,4.5,Star Wars™,3.5,US
7-12,29.99,5,229,4.4,75208,Easy,4.4,Star Wars™,4.2,US
7-12,29.99,4,345,4.5,75209,Easy,4.8,Star Wars™,4.3,US
8-14,29.99,,104,,75537,,,Star Wars™,,US
7-14,24.99,2,101,4,75536,Easy,5,Star Wars™,4.5,US
8-14,24.99,,101,,75535,,,Star Wars™,,US
6-12,14.99,3,102,4,75206,Very Easy,4,Star Wars™,4.3,US
6-12,14.99,4,99,4.3,75207,Very Easy,5,Star Wars™,4,US
10+,9.99,1,149,2,41609,Very Easy,3,BrickHeadz,4,US
10+,9.99,1,141,2,41608,Very Easy,4,BrickHeadz,4,US
14+,499.99,84,4016,4.5,75159,Challenging,3.9,Star Wars™,3.5,US
14+,199.99,201,1996,3.9,75060,Challenging,4.8,Star Wars™,4.5,US
9-14,159.99,31,1416,4.6,75190,Average,4.8,Star Wars™,4.4,US
9-14,149.99,33,1376,4.1,75189,Challenging,4.4,Star Wars™,3.9,US
9-14,109.99,23,780,4.7,75188,Average,4.6,Star Wars™,4,US
10-16,99.99,79,1106,4.6,75187,Average,4.8,Star Wars™,4.6,US
9-14,89.99,39,863,4.2,75156,Average,4.4,Star Wars™,4.4,US
8-14,89.99,5,775,4.8,75186,Challenging,4.8,Star Wars™,4.4,US
9-14,84.99,4,746,4.5,75202,Easy,4.3,Star Wars™,4,US
8-14,79.99,22,630,4.5,75179,Average,4.6,Star Wars™,3.9,US
8-14,79.99,71,717,4.7,75102,Average,4.7,Star Wars™,4.1,US
8-14,79.99,56,659,4.6,75155,Average,4.6,Star Wars™,3.9,US
8-14,79.99,3,836,5,75180,Average,4.7,Star Wars™,3.7,US
8-14,69.99,6,557,4.2,75185,Challenging,4.3,Star Wars™,4.4,US
8-14,59.99,51,691,4.8,75172,Average,4.7,Star Wars™,4.4,US
10-14,54.99,11,452,4.2,75532,Challenging,4.5,Star Wars™,4.4,US
8-14,49.99,12,457,4.4,75178,Easy,4.3,Star Wars™,3.6,US
9-14,49.99,9,554,3.9,75177,Challenging,4,Star Wars™,3.8,US
8-14,39.99,14,376,4,75205,Easy,3.5,Star Wars™,3.3,US
8-14,39.99,37,370,2.2,75201,Easy,1.8,Star Wars™,1.8,US
8-14,34.99,5,179,4.3,75530,Average,3.6,Star Wars™,3.4,US
7-12,29.99,25,241,4.1,75200,Easy,4.5,Star Wars™,4.1,US
7-12,29.99,13,278,4.9,75204,Easy,4.5,Star Wars™,4.2,US
7-12,29.99,27,277,4.6,75174,Easy,4.6,Star Wars™,4.1,US
7-12,29.99,19,157,3.4,75199,Easy,2.6,Star Wars™,1.9,US
8-14,29.99,14,294,4.6,75176,Easy,4.7,Star Wars™,3.7,US
7-12,24.99,38,282,4.5,75183,Easy,4.7,Star Wars™,4.7,US
8-12,24.99,37,262,4.3,75168,Easy,4.5,Star Wars™,4.3,US
8-14,24.99,27,305,4.6,75182,Easy,4.6,Star Wars™,4.4,US
7-12,24.99,32,208,4.4,75169,Easy,4.4,Star Wars™,4.4,US
8-14,24.99,7,92,4.1,75529,Easy,4.7,Star Wars™,3.9,US
8-14,24.99,12,86,4.4,75117,Easy,4.5,Star Wars™,4.4,US
7-14,24.99,3,100,3.3,75531,Very Easy,4,Star Wars™,4,US
8-14,24.99,3,85,4.7,75528,Easy,4.7,Star Wars™,4.7,US
6-12,19.99,3,188,4,75196,Easy,4.3,Star Wars™,4,US
6-12,19.99,4,216,4.5,75195,Easy,4.5,Star Wars™,4.5,US
8-14,19.99,1,94,4,75526,Easy,4,Star Wars™,4,US
6-12,14.99,14,97,4.2,75198,Easy,4.1,Star Wars™,4.1,US
6-12,14.99,15,108,3.8,75197,Very Easy,4.1,Star Wars™,3.9,US
6-12,14.99,40,125,4.5,75167,Very Easy,4.7,Star Wars™,4.8,US
6-12,14.99,25,117,4.3,75166,Very Easy,4.6,Star Wars™,4.3,US
6-12,9.99,9,92,4.7,75193,Easy,4.7,Star Wars™,4.7,US
6-12,9.99,3,91,4.7,75194,Easy,4.3,Star Wars™,4,US
10+,9.99,2,91,3,41485,Easy,4.5,BrickHeadz,4,US
6-12,9.99,6,109,4.8,75160,Easy,4.8,Star Wars™,4.8,US
10+,9.99,5,130,4.3,41603,Easy,5,BrickHeadz,4.8,US
6-12,9.99,4,88,4.3,75161,Easy,4.5,Star Wars™,4.5,US
10+,9.99,3,119,4.5,41602,Easy,5,BrickHeadz,4.5,US
14+,199.99,86,1703,3.3,75144,Challenging,4.3,Star Wars™,4.1,US
9-14,99.99,15,825,4.7,75191,Average,4.7,Star Wars™,4.3,US
9-14,39.99,6,168,4.6,75534,Average,5,Star Wars™,4,US
8-14,29.99,4,144,4.8,75533,Average,4.8,Star Wars™,4,US
7-12,19.99,27,149,4.3,75173,Easy,4.5,Star Wars™,4.3,US
14+,199.99,1,1966,5,75181,Very Challenging,5,Star Wars™,5,US
16+,799.99,197,7541,4,75192,Challenging,4.8,Star Wars™,4.4,US
7-14,24.99,3,104,4,75119,Average,3.7,Star Wars™,3,US
8-14,24.99,1,87,4,75524,Easy,4,Star Wars™,3,US
9-14,24.99,1,148,5,75525,Very Easy,5,Star Wars™,5,US
6-12,14.99,36,112,4.2,75165,Easy,4,Star Wars™,3.7,US
14+,199.99,94,1685,4,75095,Average,4.7,Star Wars™,4.3,US
9-14,119.99,67,1005,4,75104,Average,4.1,Star Wars™,3.8,US
8-14,69.99,39,543,4.5,75154,Average,4.6,Star Wars™,3.6,US
8-14,59.99,47,409,4.3,75139,Easy,4.1,Star Wars™,3.2,US
8-14,49.99,19,419,4.3,75171,Easy,3.8,Star Wars™,2.7,US
8-14,49.99,12,558,3.8,75147,Easy,3.6,Star Wars™,3.5,US
8-14,59.99,24,530,3.7,75148,Average,3.6,Star Wars™,2.7,US
6-14,39.99,26,309,3.5,75184,Easy,3.2,Star Wars™,2.7,US
7-12,29.99,25,269,3.7,75170,Easy,3.8,Star Wars™,3.1,US
9-14,29.99,25,160,4.5,75111,Average,4.7,Star Wars™,4.3,US
9-14,24.99,12,169,3.6,75120,Easy,4.1,Star Wars™,3.9,US
7-14,24.99,10,82,4.5,75118,Easy,4.1,Star Wars™,3.5,US
7-12,24.99,5,83,4.2,75109,Easy,4.4,Star Wars™,3.2,US
8-14,24.99,4,106,5,75121,Easy,4.8,Star Wars™,4.8,US
7-12,19.99,70,193,4.3,75099,Easy,4.4,Star Wars™,4,US
7-14,24.99,1,89,4,75523,Easy,5,Star Wars™,4,US
8-14,24.99,1,98,5,75116,Easy,5,Star Wars™,5,US
7-12,19.99,10,85,4.2,75107,Easy,3.7,Star Wars™,4.4,US
7-14,19.99,10,81,4.4,75114,Very Easy,4.7,Star Wars™,4.3,US
6-12,14.99,10,120,4.2,75164,Very Easy,4.7,Star Wars™,4.1,US
6-12,12.99,16,112,4.3,75131,Very Easy,4.5,Star Wars™,4.3,US
6-12,12.99,38,88,4.1,75132,Very Easy,3.9,Star Wars™,3.8,US
10+,9.99,3,127,3.5,41486,Very Easy,4.7,BrickHeadz,4.7,US
6-12,9.99,7,90,4.5,75162,Very Easy,4.7,Star Wars™,4.6,US
6-12,9.99,9,87,4.1,75125,Easy,4.3,Star Wars™,4.2,US
6-12,9.99,11,93,4.5,75128,Easy,4.6,Star Wars™,4.7,US
6-12,9.99,4,78,4,75163,Very Easy,4.3,Star Wars™,4,US
6-12,9.99,11,91,4.5,75126,Easy,4.5,Star Wars™,4.5,US
11-16,289.99,45,1862,3.7,42070,Challenging,3.5,Technic,2.9,US
16+,299.99,143,2704,4.2,42056,Challenging,4.7,Technic,4.3,US
12-16,279.99,75,3929,3.9,42055,Challenging,4.6,Technic,4.6,US
11-16,179.99,22,2595,4.5,42078,Average,4.7,Technic,4.7,US
11-16,179.99,19,2382,4.5,42069,Average,4.9,Technic,4.7,US
10-16,159.99,7,1151,4,42066,Challenging,4.9,Technic,4.7,US
10-16,119.99,14,1327,4.6,42064,Challenging,4.6,Technic,4.8,US
10-16,109.99,8,1005,4.1,42077,Average,4.4,Technic,4.1,US
9-16,99.99,28,370,4.6,42065,Easy,4.5,Technic,4.2,US
10-16,99.99,12,1098,4,42068,Average,4.8,Technic,4.6,US
9-16,89.99,5,1020,3.8,42076,Average,4.2,Technic,4.2,US
10-16,59.99,12,603,4.2,42063,Average,4.7,Technic,4.4,US
8-14,59.99,8,631,4.7,42062,Easy,4.8,Technic,4.3,US
9-16,49.99,1,513,5,42075,Easy,5,Technic,4,US
8-14,39.99,5,330,4,42074,Average,4.8,Technic,4.2,US
8-14,29.99,10,365,4.6,42060,Easy,4.8,Technic,4.6,US
9-16,29.99,57,10,4.6,8293,Easy,4.5,Power Functions,3.9,US
7-14,19.99,1,135,5,42072,,5,Technic,5,US
7-14,19.99,7,142,4.4,42059,Easy,4.7,Technic,4.6,US
7-14,19.99,2,139,4.5,42073,Easy,4,Technic,3.5,US
8-14,19.99,9,199,4.3,42057,Easy,4.7,Technic,4.8,US
7-14,19.99,2,140,4.5,42058,Easy,4,Technic,4,US
8-14,19.99,2,171,5,42071,Challenging,5,Technic,5,US
7-14,14.99,2,176,4.5,42084,Easy,4.5,Technic,4.5,US
11-16,179.99,18,1977,4.3,42054,Challenging,4.8,Technic,4.6,US
10-16,139.99,19,1043,4,42052,Challenging,4.3,Technic,4.4,US
11-16,129.99,23,1219,4.6,42039,Challenging,4.8,Technic,4.7,US
10-16,119.99,18,1166,4.6,42053,Average,4.8,Technic,4.8,US
9-16,59.99,16,494,4.5,42037,Average,4.6,Technic,4.3,US
9-16,49.99,9,476,4.1,42049,Average,4.3,Technic,4.1,US
9-16,39.99,15,375,4.7,42036,Average,4.9,Technic,4.6,US
9-16,39.99,6,260,4.6,42061,Average,4.8,Technic,4.8,US
